english_text,uzbek_text,label
i remember that beauty truly is in the eye of the beholder people see the beautiful compliment as a statement of how valuable they find that person and people don t want to kick someone when they are feeling vulnerable,"Men eslaymanki, go'zallik haqiqatan ham ko'ruvchining ko'zida bo'ladi, odamlar chiroyli iltifotni o'sha odamni qanchalik qadrli deb bilishlarini va odamlar o'zlarini zaif his qilganlarida kimnidir tepishni xohlamasliklarini ifodalash sifatida ko'rishadi.",4
i am thinking about everyones future and not my own i feel so alone useless and am wondering what the hell am i doing wrong that i only feel like a roommate and nothing else,"Men o'zimni emas, hammaning kelajagi haqida o'ylayapman o'zimni yolg'iz his qilyapman va o'zimni nima xato qilyapman deb o'ylaymanki, o'zimni faqat xonadoshdek his qilyapman, boshqa hech narsa yo'q",0
i know they mean no harm but i cant help but feel offended,"Bilaman, ular hech qanday zararni anglatmaydi, lekin men xafa bo'lishdan boshqa ilojim yo'q",3
i feel i was intimidated by the college and people at home,Men kollej va uydagi odamlardan qo'rqib ketganimni his qilyapman,4
i feel like i m in a band that broke up without telling me and now i am fighting to keep everyone together even though they want no part in it,"Men o'zimni menga aytmasdan tarqalib ketgan guruhda ekanligimni his qilyapman va endi men hammani birga saqlash uchun kurashaman, garchi ular unda ishtirok etishni xohlamasalar ham",0
ive been having trouble sleeping my anxiety is causing my social life to suffer i lack the motivation that used to drive me work is quickly becoming a chore where i was once satisfied and i feel dull and uninteresting,"Men uxlab qolishimga qiynalayotganman, tashvishim ijtimoiy hayotimning azoblanishiga sabab bo‘lmoqda. Menda ilgari meni haydashga undagan motivatsiyam yo‘q, ish tezda mashaqqatga aylanib bormoqda, men bir paytlar mamnun bo‘lganman va o‘zimni zerikarli va qiziqmas his qilaman.",0
i feel like reading anansi boys again its gorgeous,"Men anansi o'g'illarini yana o'qiganimni his qilyapman, bu ajoyib",1
i feel so violent but im a paper tiger,"Men o'zimni juda zo'ravon his qilyapman, lekin men qog'oz yo'lbarsman",3
i feel a bit ashamed that its taken us nearly a month to build this thing but with nathans crazy work schedule and my limited abilities with power tools we were only able to work on it for short spurts at a time,"Men bu narsani qurish uchun deyarli bir oy vaqt ketganidan biroz uyaldim, lekin Natans aqldan ozgan ish jadvali va elektr asboblari bilan cheklangan qobiliyatlarim tufayli biz bir vaqtning o'zida faqat qisqa vaqt ichida ishlay oldik.",0
i feel useless standing on the sidelines like a wet lettuce while someone does something i am quite capable of,"Kimdir men juda qodir bo'lgan ishni qilayotganda, men ho'l salat kabi chetda turishni foydasiz his qilyapman",0
im feeling the need to mellow out i find something on the ipod that suits me or when im ready to pump it up ive always got a go to tune or two to get me reved up,"Men yumshatish kerakligini his qilyapman, men ipodda o'zimga mos keladigan narsani topaman yoki uni to'ldirishga tayyor bo'lsam, meni xursand qilish uchun har doim bir-ikki marta sozlashim kerak edi.",1
i feel like i have been emotionally beaten to a pulp,Men o'zimni his-tuyg'ularga duchor bo'lgandek his qilyapman,0
i go to my son s conference next week and i am already feeling nervous and apprehensive,Men keyingi hafta o'g'limning konferentsiyasiga boraman va men allaqachon asabiy va xavotirdaman,4
i feel disgusted at him and at myself for having been with him and continuing to be something he wants in his life,Men u bilan birga bo'lganim va uning hayotida u xohlagan narsa bo'lishda davom etganim uchun undan va o'zimdan nafratlanaman,3
i was intensely conscious of how much cash i had left in my gas and food envelope and i still have what i intended to save for next week which helps me not feel so stressed and scared,"Men gaz va oziq-ovqat konvertimda qancha naqd pul qolib ketganini juda yaxshi bilardim va men hali ham keyingi haftaga tejashni niyat qilganman, bu menga stress va qo'rquvni his qilmaslikka yordam beradi.",3
i feel all mellow and calm,Men hamma narsani yumshoq va xotirjam his qilyapman,1
im feeling a little more adventurous,Men o'zimni biroz ko'proq sarguzasht his qilyapman,1
i just feel really lame,Men o'zimni juda oqsoq his qilyapman,0
i leave them i feel invigorated,"Men ularni tark etaman, o'zimni tetiklangan his qilaman",1
i have made a few sets of his and hers wedding rings recently and i always feel so honored to be asked to make what is probably the most personal piece of jewellery that anyone ever buys,Men yaqinda uning va uning nikoh uzuklarining bir nechta to'plamini yasadim va har doim har kim sotib oladigan eng shaxsiy zargarlik buyumini yasashni so'rash menga juda sharafdir.,1
i was pregnant with my first i remember thinking a lot that i didn t have to feel so sentimental about the time passing so quickly because there would be another pregnancy yes i am one of those crazy people that loves being pregnant,"Men birinchi homiladorligimga homilador bo'ldim, vaqt juda tez o'tayotgani haqida juda sentimental his qilishim shart emas, deb ko'p o'ylaganimni eslayman, chunki boshqa homiladorlik bo'lar edi ha, men homilador bo'lishni yaxshi ko'radigan aqldan ozgan odamlardan biriman",0
i needed supportive caring understanding loving he made me feel i broke up with him because despite it all i could tell he was stressed and whatever place i held in his heart before i no longer kept,"Menga qo'llab-quvvatlovchi g'amxo'rlik va tushunish kerak edi, u meni u bilan ajrashganimni his qildi, chunki men shuni aytishim mumkinki, u stressda edi va men uning yuragida qanday o'rin tutgan bo'lsam ham, men endi saqlamasdim.",0
i like that these type of assumptions because it makes me feels a bit more positive,"Menga bu turdagi taxminlar yoqadi, chunki bu meni biroz ijobiy his qiladi",1
i just sort of feel lame in comparison to other bloggers,Boshqa bloggerlar bilan solishtirganda o'zimni oqsoq his qilyapman,0
i chose to share that little personal snippet in my phone because i know i m not the only one that feels this way and i know i m not the only one that was petrified to face it,"Men telefonimdagi o'sha kichik shaxsiy parchani baham ko'rishni tanladim, chunki men buni his qilayotgan yagona odam emasligimni bilaman va men bunga duch kelgan yagona odam emasligimni bilaman.",4
i remember a totally different feel having been a faithful dukes watcher growing up,Men o'sib ulg'aygan sodiq gertsog kuzatuvchisi bo'lganimni butunlay boshqacha his qilganimni eslayman,1
ive found myself at the other end of it all i feel like i missed out on winter,"Men o'zimni hamma narsaning narigi tomonida topdim, o'zimni qishni o'tkazib yuborgandek his qilyapman",0
i have been feeling discouraged lately but a quick visit from my sister and nephew this weekend definitely cheered me up,"Men oxirgi paytlarda tushkunlikka tushdim, lekin bu hafta oxirida opam va jiyanimning tez tashrifi meni xursand qildi",0
i am feeling sorry for myself because someone made fun of my outfit,"Men o'zimga afsusdaman, chunki kimdir mening kiyimimni masxara qildi",0
i feel uncertain and not entirely safe,Men o'zimni ishonchsiz his qilyapman va umuman xavfsiz emasman,4
i feel like the audience is smart enough and knows the characters well enough to figure out who were reading,Men tomoshabinlar etarlicha aqlli va qahramonlarni kim o'qiyotganini aniqlash uchun etarlicha yaxshi bilishini his qilaman,1
im feeling so sally field like these days surprised by all the love and always with a brown mop of hair atop my head,"Men o'zimni shu kunlardagidek g'alati daladek his qilyapmanki, bu sevgidan hayratdaman va har doim boshim tepasida jigarrang sochlar bilan hayratda qoldim.",5
i feel so regretful for things i cannot remember because i was so drunk,"Men eslay olmagan narsalarim uchun juda afsusdaman, chunki men juda mast edim",0
i feel like im not being the joyful me maybe its the hormones just act like how you feel never lie to yourself,"Men o'zimni quvnoq emasdek his qilyapman, ehtimol bu gormonlar xuddi o'zingizni hech qachon yolg'on gapirmaydigandek harakat qiladi.",1
i feel the moment that i know im real they judge without supporting facts ive cut there is no going back,"Men o'zimni haqiqiy deb bilgan paytimni his qilaman, ular faktlarsiz hukm qiladilar va kesib tashladilar, ortga yo'l yo'q",2
i feel are chased away by the friendly hand that clutched mine,Meni qo‘limdan mahkam ushlab olgan do‘stona qo‘l quvib ketganini his qilyapman,1
i am feeling a little grumpy but that could be pms too,"Men biroz g'azablanyapman, lekin bu ham pms bo'lishi mumkin",3
i bore my testimony that listening is one of the most important things we can do and if we feel impressed to do something even if we are unsure about it by learning to follow those impressions we will learn whether it is of ourselves or of the spirit,"Men guvohlik beramanki, tinglash biz qila oladigan eng muhim ishlardan biridir va agar biz biror narsa qilishdan qoyil qolsak ham, bu taassurotlarga ergashishni o'rganish orqali ishonchimiz komil bo'lmasa ham, bu o'zimizdanmi yoki ruhdanmi, bilib olamiz.",5
im feeling brave this would be nice with black tips,"Men jasorat his qilyapman, bu qora maslahatlar bilan yaxshi bo'lardi",1
i feel it needs to be respected for its own sake,Men buni o'z manfaati uchun hurmat qilish kerakligini his qilaman,1
i do however feel a lot more isolated and distant to many of those i call friends,"Biroq, o'zimni do'stlarim deb atagan ko'pchilikka nisbatan ancha uzoq va uzoqroq his qilaman",0
i felt that aching feeling anymore and i had to think about it but no i dont have that aching feeling unless i am missing my family,"Men bu og'riqni his qildim va bu haqda o'ylashim kerak edi, lekin men oilamni sog'inmagunimcha, menda bunday og'riq yo'q.",0
i feel like the sequel was ok but overrated not as great as so many deem it to be,"Men davomi yaxshi bo'lganini his qilyapman, lekin ko'pchilik o'ylaganchalik yuqori baholanmagan",1
i feel im pretty spot on in this instance but im just guessing,"Men bu holatda o'zimni juda yaxshi his qilyapman, lekin men shunchaki taxmin qilyapman",1
i know thats not true but thats how i feel i get scared,"Men bu to'g'ri emasligini bilaman, lekin men shunday his qilyapmanki, men qo'rqaman",4
im feeling generous again here it is in its entirety for free consumption,"Men yana saxiylikni his qildim, bu erda u butunlay bepul iste'mol uchun",1
i feel that i can answer in a completely un sarcastic way,Men mutlaqo istehzoli tarzda javob berishim mumkinligini his qilyapman,3
i feel so cute,Men o'zimni juda yoqimli his qilyapman,1
i have had my first visitor to my live journal and that makes me feel very pleasant,Mening jonli jurnalimga birinchi tashrif buyurganim bor va bu meni juda yoqimli his qiladi,1
i was feeling eager to press on,Men bosishni istardim,1
i wish we could have a huge collective book club about it because i think these conversations are critical during a time when people are feeling increasingly fearful unsettled and disconnected,"Men bu haqda ulkan jamoaviy kitob klubiga ega bo'lishni istardim, chunki odamlar tobora qo'rquv hissi bilan bezovtalanib, aloqalari uzilib qolgan bir paytda bu suhbatlar muhim deb o'ylayman.",4
i feel a little more relaxed,Men o'zimni biroz xotirjam his qilyapman,1
i do feel like less of a person when i constantly hear family members use hateful language every time anything even remotely related to homosexuality comes up,"Oila a'zolarim har safar gomoseksualizm bilan bog'liq bo'lgan nafratli so'zlarni ishlatayotganini eshitsam, o'zimni kamroq odamdek his qilaman",3
i havent been feeling fantastic this week so i thought id do something different and easier to write that i thought could be fun,"Men bu hafta o'zimni ajoyib his qilmadim, shuning uchun id boshqacha va qiziqarli bo'lishi mumkin bo'lgan yozishni osonlashtiradi deb o'yladim",1
i was feeling frustrated,Men tushkunlikka tushdim,3
i feel devastated that this occured but it was for a good cause hopefully no more dogs run around acting like that so they too dont get shot down,"Bu sodir bo'lganidan xafa bo'ldim, lekin bu yaxshi sababga ko'ra edi, umid qilamanki, endi itlar yugurishmaydi, shuning uchun ular ham otib ketmaydilar.",0
i created a new profile before and i feel ok cuz i already know who i added,"Men oldin yangi profil yaratganman va o'zimni yaxshi his qilyapman, chunki men kimni qo'shganimni allaqachon bilaman",1
